Name,%,Price,Rating,Release,Ends,Started
Director Simulator,-20%,"R$ 33,59",84.07%,Jul 2024,,
"Odallus: The Dark Call  Week Long Deal all-time low: R$ 2,49 at -90%",-50%,"R$ 12,49",84.01%,Jul 2015,,
Hypnosis Card 2 Happy Life  Introductory Offernew historical low,-10%,"R$ 37,79",83.99%,Oct 2024,,
"Space Gladiators   all-time low: R$ 11,59 at -60%",-50%,"R$ 14,49",83.98%,Mar 2021,,
"Combots  Week Long Deal all-time low: R$ 2,04 at -90%",-75%,"R$ 4,24",83.97%,Jul 2021,,
"Tick Tock: A Tale for Two   all-time low: R$ 4,95 at -60%",-50%,"R$ 9,50",83.97%,Mar 2019,,
"10 Seconds to Win!   all-time low: R$ 1,37 at -40%",-30%,"R$ 2,44",83.97%,Dec 2021,,
"Late Shift   all-time low: R$ 9,87 at -62%",-53%,"R$ 22,08",83.95%,Apr 2017,,
"Love of Magic   all-time low: R$ 14,49 at -50%",-40%,"R$ 17,39",83.93%,Dec 2020,,
Futa Fix Dick Dine and Dash  Week Long Deal,-30%,"R$ 17,42",83.93%,Dec 2020,,
Deep Rock Galactic: Survivor,-25%,"R$ 24,74",83.93%,Feb 2024,,
"Scorchlands   all-time low: R$ 18,60 at -79%",-25%,"R$ 28,86",83.92%,Jul 2024,,
Helheim Hassle  new historical low,-95%,"R$ 2,99",83.91%,Aug 2020,,
"Lamplight City   all-time low: R$ 17,39 at -40%",-48%,"R$ 25,48",83.90%,Sep 2018,,
Looper Tactics  Week Long Deal,-25%,"R$ 26,84",83.90%,Aug 2023,,
A Highland Song  new historical low,-40%,"R$ 32,99",83.87%,Dec 2023,,
Blaster Master Zero 2,-50%,"R$ 17,74",83.86%,Nov 2019,,
"Prison Simulator   all-time low: R$ 20,51 at -46%",-43%,"R$ 36,56",83.79%,Nov 2021,—,
Last Day of June  Week Long Deal,-75%,"R$ 9,24",83.76%,Aug 2017,,
"Farmer's Life   all-time low: R$ 20,20 at -59%",-55%,"R$ 37,46",83.76%,Oct 2023,,
Merchant of the Six Kingdoms,-50%,"R$ 23,49",83.76%,Jun 2023,,
"Gary Grigsby's War in the East 2  Week Long Deal all-time low: R$ 97,99 at -30%",-50%,"R$ 145,69",83.76%,Dec 2021,,
Lake,-60%,"R$ 15,19",83.75%,Sep 2021,,
Super Mining Mechs  Introductory Offernew historical low,-20%,"R$ 13,59",83.75%,Oct 2024,,
"Niche - a genetics survival game   all-time low: R$ 11,56 at -66%",-60%,"R$ 21,99",83.71%,Sep 2016,,
Splodey,-30%,"R$ 29,39",83.71%,Jun 2024,,
CLeM  new historical low,-40%,"R$ 29,99",83.69%,Feb 2024,,
子归 - Blossom  new historical low,-21%,"R$ 20,92",83.66%,Jul 2024,,
"Slow living with Princess   all-time low: R$ 19,91 at -20%",-50%,"R$ 29,99",83.65%,Oct 2023,,
"Battle Ram   all-time low: R$ 1,08 at -90%",-95%,"R$ 4,44",83.63%,Jan 2023,,
"Mad Nords: Probably an Epic Quest   all-time low: R$ 2,39 at -80%",-80%,"R$ 4,09",83.63%,Dec 2016,,
Nope Nope Nope Nurses,-40%,"R$ 37,47",83.63%,Jan 2023,,
"The Plague Doctor of Wippra   all-time low: R$ 16,55 at -20%",-20%,"R$ 26,39",83.62%,Oct 2022,,
"The Matchless Kungfu   all-time low: R$ 37,59 at -20%",-20%,"R$ 47,99",83.60%,Nov 2024,,
Ozymandias: Bronze Age Empire Sim,-50%,"R$ 14,49",83.58%,Oct 2022,in 3 days,4 days ago
Parfait Remake  new historical low,-29%,"R$ 72,41",83.55%,Jul 2024,21 hours ago,15 days ago
"Q-YO Blaster   2-year low: R$ 2,06",-90%,"R$ 3,29",83.54%,Jan 2018,in 3 hours,14 days ago
"TFC: The Fertile Crescent   all-time low: R$ 13,04 at -55%",-40%,"R$ 17,39",83.54%,Jun 2024,in 2 days,5 days ago
The Disney Afternoon Collection,-75%,"R$ 9,99",83.51%,Apr 2017,in 10 days,4 days ago
Tobla - Divine Path,-25%,"R$ 19,86",83.50%,Mar 2024,in 7 days,7 days ago
Havendock,-60%,"R$ 19,99",83.49%,Apr 2023,in 10 days,4 days ago
"Fashion Police Squad   all-time low: R$ 17,99 at -70%",-50%,"R$ 29,99",83.46%,Aug 2022,tomorrow,4 days ago
"CODE VEIN  Week Long Deal all-time low: R$ 22,49 at -85%",-85%,"R$ 29,99",83.44%,Sep 2019,in 3 hours,7 days ago
Dustland Delivery  Introductory Offer,-20%,"R$ 21,19",83.44%,Nov 2024,tomorrow,6 days ago
"To Be or Not To Be  Week Long Deal 2-year low: R$ 4,19",-50%,"R$ 5,24",83.37%,Feb 2015,in 3 hours,7 days ago
XCOM® 2,-95%,"R$ 4,99",83.35%,Feb 2016,in 10 days,4 days ago
"Tacoma   all-time low: R$ 5,54 at -85%",-76%,"R$ 14,39",83.34%,Aug 2017,tomorrow,4 days ago
"E.Z   all-time low: R$ 1,79 at -60%",-35%,"R$ 4,54",83.34%,Feb 2018,2 days ago,5 days ago
"In Other Waters   all-time low: R$ 8,69 at -70%",-75%,"R$ 11,74",83.31%,Apr 2020,in 7 days,7 days ago
"ECO HOLE   all-time low: R$ 1,85 at -90%",-92%,"R$ 2,63",83.30%,Oct 2021,in 8 days,6 days ago
"GLAD VALAKAS TOWER DEFENCE   all-time low: R$ 1,08 at -90%",-50%,"R$ 1,74",83.30%,Dec 2018,in 7 days,7 days ago
Necrosmith,-60%,"R$ 4,19",83.25%,Jul 2022,in 4 days,10 days ago
Guard Duty,-80%,"R$ 4,13",83.24%,May 2019,in 3 hours,7 days ago
"Thea: The Awakening   all-time low: R$ 9,24 at -75%",-50%,"R$ 18,49",83.24%,Nov 2015,tomorrow,4 days ago
"Unforeseen Incidents   all-time low: R$ 22,79 at -40%",-35%,"R$ 34,80",83.24%,May 2018,in 3 hours,5 days ago
"Worms W.M.D   all-time low: R$ 15,98 at -80%",-85%,"R$ 23,98",83.23%,Aug 2016,in 3 hours,14 days ago
"Magical Diary: Wolf Hall   all-time low: R$ 16,62 at -65%",-65%,"R$ 25,89",83.23%,Feb 2020,in 3 hours,5 days ago
Meteor World Actor: Badge & Dagger,-70%,"R$ 10,49",83.10%,Jun 2022,21 hours ago,15 days ago
"Samorost 2   all-time low: R$ 1,99 at -80%",-80%,"R$ 2,99",83.09%,Dec 2009,in 7 days,7 days ago
"Seers Isle  Week Long Deal all-time low: R$ 17,47 at -35%",-30%,"R$ 31,14",83.08%,Sep 2018,in 3 hours,7 days ago
"OPUS: The Day We Found Earth   all-time low: R$ 4,64 at -75%",-50%,"R$ 23,49",83.07%,Apr 2016,in 8 days,6 days ago
"Rock 'N' Roll Defense   all-time low: R$ 0,57 at -90%",-50%,"R$ 1,74",83.05%,Aug 2016,in 7 days,7 days ago
Room 301 NO.6,-40%,"R$ 5,21",82.95%,Sep 2022,tomorrow,6 days ago
"Gnomes Garden 2   all-time low: R$ 1,08 at -90%",-28%,"R$ 12,79",82.95%,May 2016,—,5 days ago
"Ancient Enemy   all-time low: R$ 7,24 at -75%",-75%,"R$ 11,74",82.93%,Apr 2020,in 9 days,5 days ago
Massacre At The Mirage  Introductory Offernew historical low,-20%,"R$ 32,30",82.92%,Oct 2024,in 3 hours,14 days ago
That Flipping Mountain  new historical low,-83%,"R$ 2,46",82.90%,Nov 2021,3 days ago,17 days ago
Capcom Beat 'Em Up Bundle,-50%,"R$ 19,99",82.89%,Oct 2018,tomorrow,13 days ago
"WW2 Rebuilder   all-time low: R$ 23,99 at -60%",-47%,"R$ 56,59",82.88%,Jan 2023,—,
"Zorbus   all-time low: R$ 8,67 at -30%",-30%,"R$ 14,34",82.86%,Sep 2022,,
"Eiyuden Chronicle: Rising  Week Long Deal all-time low: R$ 11,99 at -80%",-70%,"R$ 17,99",82.83%,May 2022,,
"Pluviophile   all-time low: R$ 0,80 at -65%",-50%,"R$ 1,74",82.82%,Jun 2020,,
"Five Dates   all-time low: R$ 10,21 at -62%",-47%,"R$ 24,90",82.80%,Nov 2020,,
Mega Man Legacy Collection   current 2-year low,-60%,"R$ 19,96",82.77%,Aug 2015,,
"Need for Speed™ Heat   all-time low: R$ 13,95 at -95%",-85%,"R$ 41,85",82.73%,Nov 2019,in 3 hours,14 days ago
"Heaven's Vault   all-time low: R$ 11,87 at -75%",-70%,"R$ 14,24",82.73%,Apr 2019,in 3 hours,7 days ago
Remnants of Naezith   current 2-year low,-75%,"R$ 8,24",82.72%,Feb 2018,2 days ago,5 days ago
"篱笆庄秘闻 / Mysteries of Fence  Week Long Deal all-time low: R$ 4,61 at -45%",-20%,"R$ 11,03",82.71%,Jul 2017,in 3 hours,7 days ago
"Chronology   all-time low: R$ 1,15 at -89%",-80%,"R$ 2,09",82.66%,May 2014,3 days ago,17 days ago
Make America Great Again: The Trump Presidency   current 2-year low,-32%,"R$ 5,86",82.66%,Sep 2016,—,5 days ago
"目盲/Blind   all-time low: R$ 4,54 at -30%",-25%,"R$ 4,86",82.64%,Nov 2022,in 9 days,5 days ago
"The Preposterous Awesomeness of Everything   all-time low: R$ 2,09 at -85%",-60%,"R$ 8,39",82.61%,Feb 2016,in 7 days,7 days ago
"Zeliria Sanctuary   all-time low: R$ 8,68 at -58%",-50%,"R$ 10,34",82.61%,Jan 2019,in 3 days,11 days ago
Land Of Idyllic Beauty,-20%,"R$ 30,79",82.61%,Aug 2024,21 hours ago,8 days ago
"Angry Putin   2-year low: R$ 1,83",-10%,"R$ 2,06",82.61%,Feb 2021,in 9 days,5 days ago
Instant Farmer - Logic Puzzle   current 2-year low,-30%,"R$ 4,89",82.58%,Feb 2021,in 9 days,5 days ago
Umbraclaw  new historical low,-32%,"R$ 84,99",82.56%,May 2024,in 3 hours,14 days ago
Blaster Master Zero 3,-50%,"R$ 37,49",82.55%,Jul 2021,in 3 hours,14 days ago
"Nature And Life - Drunk On Nectar   all-time low: R$ 18,75 at -33%",-20%,"R$ 22,39",82.45%,Nov 2016,in 8 days,6 days ago
"Armored Brigade  Week Long Deal all-time low: R$ 43,19 at -60%",-50%,"R$ 53,99",82.44%,Nov 2018,in 3 hours,7 days ago
Galacticare,-20%,"R$ 71,19",82.40%,May 2024,2 days ago,16 days ago
Mega Man Battle Network Legacy Collection Vol. 1,-50%,"R$ 69,95",82.39%,Apr 2023,tomorrow,13 days ago
"Super Dungeon Maker   all-time low: R$ 23,19 at -20%",-59%,"R$ 24,59",82.37%,May 2023,in 7 days,7 days ago
My Supermarket,-30%,"R$ 17,49",82.37%,Jul 2023,tomorrow,10 days ago
"MouseCraft   all-time low: R$ 1,99 at -90%",-80%,"R$ 3,99",82.35%,Jul 2014,in 3 hours,14 days ago
Planet Cube: Edge  new historical low,-67%,"R$ 15,50",82.35%,Feb 2023,tomorrow,13 days ago
"Before I Forget   all-time low: R$ 4,14 at -75%",-70%,"R$ 4,97",82.33%,Jul 2020,in 3 hours,7 days ago
"Espresso Tycoon   all-time low: R$ 26,99 at -55%",-29%,"R$ 56,59",82.32%,Jun 2023,—,5 days ago
Avernum 2: Crystal Souls  Week Long Deal current 2-year low,-70%,"R$ 11,09",82.30%,Jan 2015,in 3 hours,7 days ago
Pocket Stables  new historical low,-36%,"R$ 11,89",82.28%,Sep 2022,in 6 days,8 days ago
"恋爱关系/Romance   all-time low: R$ 4,34 at -50%",-40%,"R$ 5,21",82.27%,Sep 2021,in 9 days,5 days ago
"Death's Hangover  Week Long Deal 2-year low: R$ 2,17",-33%,"R$ 7,29",82.26%,Jan 2017,in 3 hours,7 days ago
Mini Settlers,-20%,"R$ 26,39",82.25%,Aug 2024,in 3 days,4 days ago
"Car For Sale Simulator 2023  Introductory Offer all-time low: R$ 32,99 at -40%",-30%,"R$ 38,49",82.24%,Nov 2024,in 3 hours,10 days ago
Keplerth   current 2-year low,-25%,"R$ 35,24",82.21%,May 2022,tomorrow,6 days ago
"ARCADE GAME SERIES: DIG DUG   all-time low: R$ 4,24 at -75%",-50%,"R$ 14,99",82.19%,Apr 2016,—,7 days ago
Whispered Promises ~ 14 Days of Love with Anna  Week Long Deal,-20%,"R$ 39,99",82.17%,Feb 2024,in 3 hours,7 days ago
White Night Dream  Week Long Deal,-30%,"R$ 2,44",82.16%,Jun 2023,in 3 hours,7 days ago
Hydrofoil Generation  Week Long Deal,-50%,"R$ 39,99",82.14%,Nov 2023,in 3 hours,7 days ago
"Neversong   all-time low: R$ 8,69 at -70%",-80%,"R$ 9,79",82.13%,May 2020,21 hours ago,15 days ago
"Incredible Mandy   all-time low: R$ 8,69 at -70%",-60%,"R$ 11,59",82.13%,Nov 2018,tomorrow,6 days ago
从0开始的VUP生活  Introductory Offernew historical low,-12%,"R$ 41,35",82.13%,Nov 2024,in 3 days,10 days ago
"Dream Date   all-time low: R$ 1,79 at -60%",-50%,"R$ 2,24",82.06%,May 2020,in 9 days,5 days ago
"Fishing Adventure  Week Long Deal all-time low: R$ 1,08 at -90%",-86%,"R$ 2,37",82.05%,Nov 2019,in 3 hours,7 days ago
GRIP: Combat Racing  Week Long Deal,-90%,"R$ 5,79",82.04%,Nov 2018,in 3 hours,7 days ago
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution  Week Long Deal,-85%,"R$ 8,39",82.03%,Sep 2014,in 3 hours,7 days ago
Tom Clancy's Rainbow Six® Vegas 2   current 2-year low,-75%,"R$ 7,49",82.02%,Apr 2008,in 6 days,8 days ago
Machick,-40%,"R$ 5,99",82.01%,Mar 2024,3 days ago,17 days ago
"Flashpoint Campaigns: Red Storm Player's Edition  Week Long Deal 2-year low: R$ 26,38",-80%,"R$ 26,99",81.97%,Oct 2013,in 3 hours,7 days ago
Once'  Week Long Dealnew historical low,-73%,"R$ 1,75",81.95%,Jan 2019,in 3 hours,7 days ago
"The Many Pieces of Mr. Coo   all-time low: R$ 14,49 at -50%",-55%,"R$ 25,85",81.93%,Sep 2023,—,5 days ago
"Barro 2020   all-time low: R$ 0,57 at -90%",-8%,"R$ 4,02",81.93%,Nov 2019,—,5 days ago
"Ni no Kuni™ II: Revenant Kingdom  Week Long Deal all-time low: R$ 23,98 at -85%",-84%,"R$ 41,26",81.91%,Mar 2018,in 3 hours,7 days ago
Charming Hearts  Week Long Deal,-25%,"R$ 24,74",81.89%,Jun 2024,in 3 hours,7 days ago
"Populous™: The Beginning   all-time low: R$ 11,60 at -60%",-50%,"R$ 14,50",81.87%,Mar 2024,in 3 hours,14 days ago
"Gunsmith Simulator   all-time low: R$ 38,99 at -35%",-40%,"R$ 70,38",81.87%,Oct 2024,—,5 days ago
Lost in Secular Love,-45%,"R$ 10,99",81.86%,Oct 2016,in 2 days,5 days ago
"Wire Lips   all-time low: R$ 1,74 at -90%",-92%,"R$ 2,63",81.85%,Jan 2020,in 8 days,6 days ago
"Super Woden GP   all-time low: R$ 10,48 at -61%",-51%,"R$ 13,17",81.85%,Sep 2021,21 hours ago,8 days ago
"Azure Striker Gunvolt   all-time low: R$ 6,99 at -75%",-60%,"R$ 11,19",81.82%,Aug 2015,in 3 hours,14 days ago
Terror At Oakheart  new historical low,-30%,"R$ 18,54",81.78%,Feb 2024,in 3 hours,14 days ago
Dragon Spirits 2  Week Long Deal,-20%,"R$ 35,59",81.74%,Sep 2024,in 3 hours,7 days ago
"Decisive Campaigns: Ardennes Offensive  Week Long Deal all-time low: R$ 60,39 at -20%",-50%,"R$ 72,83",81.71%,Feb 2022,in 3 hours,7 days ago
Master Magistrate,-80%,"R$ 11,59",81.69%,Jun 2020,21 hours ago,15 days ago
Go Mecha Ball,-50%,"R$ 29,99",81.69%,Jan 2024,in 3 hours,7 days ago
Garlant: My Story,-10%,"R$ 32,21",81.66%,Sep 2024,tomorrow,6 days ago
"Space Elite Force  Week Long Deal all-time low: R$ 1,14 at -50%",-80%,"R$ 2,09",81.65%,May 2018,in 3 hours,7 days ago
"Nelly Cootalot: Spoonbeaks Ahoy! HD   all-time low: R$ 2,24 at -50%",-50%,"R$ 3,49",81.64%,May 2019,in 3 hours,14 days ago
"Planes, Bullets and Vodka   all-time low: R$ 0,57 at -90%",-50%,"R$ 1,74",81.64%,Dec 2016,in 7 days,6 days ago
"Mutropolis   all-time low: R$ 26,59 at -30%",-43%,"R$ 32,62",81.60%,Feb 2021,in 3 days,5 days ago
West Sweety,-50%,"R$ 2,24",81.58%,Dec 2019,in 9 days,5 days ago
Rebirth! New Lover,-10%,"R$ 26,99",81.57%,Aug 2024,in 10 days,4 days ago
Ancient Warfare: The Han Dynasty,-20%,"R$ 41,99",81.56%,Sep 2023,in 2 days,5 days ago
24 Solar Terms,-30%,"R$ 10,14",81.55%,Apr 2023,,
Repair this!  new historical low,-35%,"R$ 16,25",81.53%,Apr 2024,,
"Project Nimbus: Complete Edition  Week Long Deal all-time low: R$ 2,17 at -85%",-85%,"R$ 3,52",81.52%,Sep 2017,,
"Umfend   all-time low: R$ 1,08 at -90%",-90%,"R$ 3,29",81.51%,Oct 2018,,
Main Assembly,-80%,"R$ 11,99",81.50%,Jan 2021,,
"Frontier Hunter: Erza’s Wheel of Fortune   all-time low: R$ 29,59 at -26%",-35%,"R$ 48,09",81.50%,Jul 2024,,
Abathor  Week Long Deal,-20%,"R$ 37,59",81.49%,Jul 2024,,
Union of Gnomes,-10%,"R$ 42,29",81.49%,Jul 2024,,
"UBOAT   all-time low: R$ 15,65 at -73%",-70%,"R$ 26,69",81.42%,Aug 2024,,
The Colonists,-55%,"R$ 21,37",81.42%,Oct 2018,,
Summum Aeterna  new historical low,-75%,"R$ 14,99",81.38%,Sep 2023,,
"RPG Maker MZ   all-time low: R$ 76,99 at -45%",-57%,"R$ 113,07",81.38%,Aug 2020,,
Sun Breed  Week Long Deal,-50%,"R$ 23,49",81.37%,Apr 2024,,
"Gnomes Garden   all-time low: R$ 1,08 at -90%",-52%,"R$ 18,50",81.34%,Dec 2015,—,
"Secret Summer  Week Long Deal all-time low: R$ 14,49 at -50%",-50%,"R$ 23,49",81.31%,Jul 2022,,
"Motesolo : No Girlfriend Since Birth  Week Long Deal all-time low: R$ 19,99 at -60%",-40%,"R$ 29,99",81.31%,Jun 2021,,
Smalland: Survive the Wilds  Week Long Deal,-60%,"R$ 40,79",81.26%,Feb 2024,,
"Hell Let Loose   2-year low: R$ 73,03",-50%,"R$ 117,45",81.25%,Jul 2021,,
Keylocker | Turn Based Cyberpunk Action,-10%,"R$ 53,99",81.25%,Sep 2024,,
METALLIC CHILD,-40%,"R$ 44,97",81.24%,Sep 2021,,
"Command: Modern Operations  Week Long Deal all-time low: R$ 69,99 at -50%",-55%,"R$ 131,12",81.23%,Nov 2019,,
Girls of The Tower,-20%,"R$ 18,80",81.20%,Feb 2024,—,
The Agnietta ~The holy healer & the cursed dungeon~,-25%,"R$ 24,74",81.16%,Apr 2023,,
Arrog,-50%,"R$ 4,00",81.15%,Jul 2020,,
"Friends vs Friends   all-time low: R$ 8,24 at -75%",-70%,"R$ 9,89",81.14%,May 2023,,
Vagrus - The Riven Realms,-40%,"R$ 56,99",81.14%,Oct 2021,,
"Katy and Bob: Safari Cafe  Week Long Deal all-time low: R$ 1,08 at -90%",-85%,"R$ 2,54",81.11%,Oct 2017,,
Azure Striker GUNVOLT 3,-50%,"R$ 76,47",81.11%,Oct 2022,,
Flowstone Saga,-20%,"R$ 43,99",81.11%,Sep 2024,,
CHUCHEL,-80%,"R$ 4,99",81.10%,Mar 2018,,
Remember Me,-80%,"R$ 9,99",81.10%,Jun 2013,,
"MIGHTY GUNVOLT BURST   all-time low: R$ 8,99 at -70%",-65%,"R$ 10,49",81.10%,Jul 2019,,
"Spirittea   all-time low: R$ 38,99 at -35%",-30%,"R$ 41,99",81.10%,Nov 2023,,
"Insect Swarm   all-time low: R$ 10,34 at -50%",-25%,"R$ 22,49",81.08%,Sep 2024,,
Midnight Girl,-30%,"R$ 32,89",81.03%,Oct 2023,,
"Pacific Drive   all-time low: R$ 53,39 at -40%",-40%,"R$ 62,39",80.98%,Feb 2024,,
Blazing Beaks  Week Long Deal,-75%,"R$ 7,24",80.97%,May 2019,,
"Tomboy: Love in Hot Forge  Week Long Deal all-time low: R$ 8,27 at -40%",-33%,"R$ 9,23",80.94%,Feb 2024,,
The Wreck,-50%,"R$ 27,50",80.93%,Mar 2023,,
"Tower of Time   all-time low: R$ 4,74 at -90%",-85%,"R$ 7,12",80.92%,Apr 2018,,
"Mashiroiro Symphony HD -Sana Edition-   all-time low: R$ 53,39 at -40%",-20%,"R$ 71,19",80.87%,May 2024,,
"Growbot   all-time low: R$ 26,59 at -30%",-39%,"R$ 33,94",80.83%,Oct 2021,,
"Funny Truck   all-time low: R$ 0,85 at -81%",-50%,"R$ 1,74",80.82%,Jul 2021,,
"Ash of Gods: The Way  Week Long Deal all-time low: R$ 31,11 at -79%",-55%,"R$ 33,29",80.79%,Apr 2023,,
GOODBYE WORLD,-30%,"R$ 17,42",80.79%,Nov 2022,,
"SAMOLIOTIK   all-time low: R$ 0,67 at -69%",-90%,"R$ 1,74",80.77%,Mar 2016,,
Sanfu,-30%,"R$ 25,05",80.77%,Jul 2023,,
👑Idle Calibur：Zero💕（选王之剑：零）  Introductory Offernew historical low,-10%,"R$ 32,21",80.75%,Nov 2024,,
"Tchia   all-time low: R$ 44,50 at -50%",-50%,"R$ 51,00",80.72%,Mar 2024,,
"WHAT THE CAR?   all-time low: R$ 32,99 at -0%",-26%,"R$ 58,32",80.72%,Sep 2024,—,
"Pure Rock Crawling  Introductory Offer all-time low: R$ 20,29 at -30%",-25%,"R$ 35,24",80.72%,Oct 2024,,
Pocket League Story  new historical low,-42%,"R$ 10,78",80.70%,Aug 2022,,
"Decisive Campaigns: The Blitzkrieg from Warsaw to Paris  Week Long Deal all-time low: R$ 17,51 at -76%",-76%,"R$ 34,96",80.68%,Aug 2010,,
"DeathSpank: Thongs of Virtue   all-time low: R$ 2,49 at -90%",-75%,"R$ 6,24",80.65%,Nov 2010,,
Destropolis,-85%,"R$ 1,85",80.63%,Aug 2020,,
"Verdict Guilty - 유죄 평결  Week Long Deal 2-year low: R$ 2,17",-33%,"R$ 7,29",80.63%,Jun 2016,,
"Monster Hunter Stories 2: Wings of Ruin   all-time low: R$ 65,96 at -67%",-25%,"R$ 126,75",80.56%,Jul 2021,,
"Will Glow the Wisp   all-time low: R$ 0,00 at -100%",-72%,"R$ 1,95",80.55%,Sep 2017,,
Mega Man Legacy Collection 2   current 2-year low,-60%,"R$ 26,76",80.53%,Aug 2017,,
"Cyberhunt   all-time low: R$ 0,57 at -90%",-50%,"R$ 1,74",80.53%,May 2017,,
Souls of White Star  new historical low,-60%,"R$ 18,79",80.50%,Mar 2023,,
"Phoenotopia: Awakening   all-time low: R$ 18,49 at -50%",-50%,"R$ 29,99",80.50%,Jan 2021,,
"Car Mechanic Simulator 2014   all-time low: R$ 1,39 at -90%",-89%,"R$ 2,58",80.48%,Jan 2014,,
"Barro 22   all-time low: R$ 0,57 at -90%",-8%,"R$ 4,02",80.48%,Nov 2021,—,
"Computer Tycoon   all-time low: R$ 13,99 at -30%",-20%,"R$ 30,39",80.47%,Oct 2017,,
Refactor,-60%,"R$ 6,79",80.45%,Mar 2022,,
"Paint Girl   all-time low: R$ 2,02 at -55%",-50%,"R$ 2,24",80.42%,Sep 2020,,
Karnage Chronicles  Week Long Deal,-60%,"R$ 18,39",80.41%,Jul 2020,,
"Barro F22   all-time low: R$ 0,57 at -90%",-8%,"R$ 4,02",80.40%,Apr 2022,—,
"Dead Island Definitive Edition   all-time low: R$ 5,54 at -85%",-85%,"R$ 14,85",80.39%,May 2016,,
"Doughlings: Arcade  Week Long Deal all-time low: R$ 2,17 at -80%",-85%,"R$ 2,54",80.37%,May 2018,in 3 hours,7 days ago
Terra Randoma,-35%,"R$ 18,84",80.35%,May 2024,in 10 days,4 days ago
Taimanin Yukikaze,-20%,"R$ 37,59",80.35%,Apr 2024,21 hours ago,15 days ago
"SOULCALIBUR VI  Week Long Deal all-time low: R$ 15,99 at -90%",-84%,"R$ 58,38",80.33%,Oct 2018,in 3 hours,7 days ago
Prince of Persia The Lost Crown,-40%,"R$ 119,99",80.33%,Aug 2024,21 hours ago,8 days ago
"Barro F   all-time low: R$ 0,57 at -90%",-8%,"R$ 4,02",80.32%,Feb 2020,—,5 days ago
"Barn Finders   all-time low: R$ 18,99 at -50%",-45%,"R$ 20,89",80.30%,Jun 2020,in 2 days,12 days ago
"BioShock™ Remastered   all-time low: R$ 5,99 at -80%",-75%,"R$ 7,49",80.28%,Sep 2016,in 3 days,11 days ago
"RIDE 4   all-time low: R$ 18,79 at -80%",-85%,"R$ 29,92",80.24%,Oct 2020,tomorrow,4 days ago
"Decisive Campaigns: Barbarossa  Week Long Deal all-time low: R$ 27,29 at -70%",-70%,"R$ 58,27",80.24%,Nov 2015,in 3 hours,7 days ago
"Barro Racing   all-time low: R$ 0,57 at -90%",-90%,"R$ 1,74",80.21%,Sep 2020,in 6 days,8 days ago
MONSTER HUNTER RISE,-75%,"R$ 34,97",80.19%,Jan 2022,in 10 days,4 days ago
Resident Evil 3,-75%,"R$ 34,97",80.19%,Apr 2020,tomorrow,13 days ago
Not Tonight,-85%,"R$ 5,69",80.17%,Aug 2018,tomorrow,6 days ago
The Settlers® : Heritage of Kings - History Edition   current 2-year low,-50%,"R$ 17,99",80.17%,Jan 2019,in 6 days,8 days ago
"Sea of Solitude   all-time low: R$ 14,75 at -75%",-75%,"R$ 27,25",80.16%,Jul 2019,in 3 hours,14 days ago
Imperiums: Greek Wars,-68%,"R$ 25,59",80.15%,Jul 2020,in 10 days,4 days ago
"Warstone TD   all-time low: R$ 4,34 at -85%",-75%,"R$ 7,24",80.14%,May 2018,in 10 days,4 days ago
Dungeon Travelers: To Heart 2 in Another World,-30%,"R$ 41,99",80.14%,Feb 2024,21 hours ago,15 days ago
"Neon Drive   all-time low: R$ 1,99 at -90%",-85%,"R$ 2,99",80.13%,May 2016,21 hours ago,4 days ago
Salthe,-80%,"R$ 5,79",80.10%,Sep 2020,21 hours ago,15 days ago
"Pets Hotel   all-time low: R$ 18,69 at -66%",-41%,"R$ 53,71",80.10%,Apr 2023,—,5 days ago
Interplanetary: Enhanced Edition   current 2-year low,-85%,"R$ 11,98",80.09%,Aug 2017,in 3 hours,14 days ago
Mega Man Battle Network Legacy Collection Vol. 2,-50%,"R$ 69,95",80.08%,Apr 2023,tomorrow,13 days ago
-The Sacrificial Girl of the Fantasy 3 Kingdoms-  Week Long Deal,-60%,"R$ 9,95",80.07%,Feb 2022,in 3 hours,7 days ago
Anonymous Hacker Simulator  Week Long Dealnew historical low,-40%,"R$ 35,99",80.06%,Apr 2024,in 3 hours,7 days ago
筒楼异事,-40%,"R$ 16,13",80.05%,Oct 2022,in 3 hours,14 days ago
"Coffee Shop Tycoon   all-time low: R$ 6,63 at -60%",-60%,"R$ 13,19",80.02%,Dec 2022,in 3 days,4 days ago
"Manual Samuel - Anniversary Edition   all-time low: R$ 1,99 at -90%",-71%,"R$ 18,38",80.01%,Oct 2016,—,5 days ago
The Witch & The 66 Mushrooms   current 2-year low,-50%,"R$ 11,75",80.01%,Nov 2020,2 days ago,9 days ago
"Rogue Tower   all-time low: R$ 17,39 at -40%",-35%,"R$ 18,84",80.01%,Jan 2022,in 2 days,11 days ago
"Castle Break  Week Long Deal all-time low: R$ 0,00 at -100%",-85%,"R$ 2,54",79.99%,Feb 2019,in 3 hours,7 days ago
"Microcosmum: survival of cells   all-time low: R$ 3,99 at -75%",-50%,"R$ 13,24",79.99%,Jul 2018,in 2 days,12 days ago
"Far Cry® 5   all-time low: R$ 17,99 at -90%",-85%,"R$ 26,99",79.96%,Mar 2018,,
"Guards   all-time low: R$ 2,09 at -80%",-60%,"R$ 4,19",79.96%,Aug 2016,,
